,,,,mean,mean,mean,MG,inst_acc
LLaVA-v1.6-Mistral (7B),1302.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1303.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1304.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1305.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1306.0,science & technology,geography & earth science & agriculture,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1307.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1308.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1309.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1310.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1311.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1312.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1313.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1314.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1315.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1316.0,science & technology,biology & chemistry & physics,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1317.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1318.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1319.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1320.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1321.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1322.0,science & technology,geography & earth science & agriculture,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1323.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1324.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1325.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1326.0,science & technology,geography & earth science & agriculture,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1327.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1328.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1329.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1330.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1331.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1332.0,science & technology,biology & chemistry & physics,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1333.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1334.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1335.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1336.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1337.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1338.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1339.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1340.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1341.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1342.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1343.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1344.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1345.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1346.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1347.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1348.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1349.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1350.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1351.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1352.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1353.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1354.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1355.0,science & technology,geography & earth science & agriculture,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1356.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1357.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1358.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1359.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1360.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1361.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1362.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1363.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1364.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1365.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1366.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1367.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1368.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1369.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1370.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1371.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1372.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1373.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1374.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1375.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1376.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1377.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1378.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1379.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1380.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1381.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1382.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1383.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1384.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1385.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1386.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1387.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1388.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1389.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1390.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1391.0,science & technology,biology & chemistry & physics,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1392.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1393.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1394.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1395.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1396.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1397.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1398.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1399.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1400.0,science & technology,geography & earth science & agriculture,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1401.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1402.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1403.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1404.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1405.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1406.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1407.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1408.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1409.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1410.0,science & technology,electronics & energy & mechanical eng.,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1411.0,science & technology,geography & earth science & agriculture,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1412.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1413.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1414.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1415.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1416.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1417.0,science & technology,geography & earth science & agriculture,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1418.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1419.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1420.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1421.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1422.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1423.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1424.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1425.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1426.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1427.0,science & technology,electronics & energy & mechanical eng.,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1428.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1429.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1430.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1431.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1432.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1433.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1434.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1435.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1436.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1437.0,science & technology,geography & earth science & agriculture,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1438.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1439.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1440.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1441.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1442.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,0.0,100.0,-100.0
LLaVA-v1.6-Mistral (7B),1443.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1444.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1445.0,science & technology,electronics & energy & mechanical eng.,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1446.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1447.0,science & technology,geography & earth science & agriculture,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1448.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1449.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1450.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1451.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1452.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1453.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1454.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1455.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1456.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1457.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1458.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1459.0,science & technology,geography & earth science & agriculture,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1460.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1461.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1462.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1463.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1464.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1465.0,science & technology,geography & earth science & agriculture,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1466.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1467.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1468.0,science & technology,geography & earth science & agriculture,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1469.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1470.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1471.0,science & technology,geography & earth science & agriculture,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1472.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1473.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1474.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1475.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1476.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1477.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1478.0,science & technology,biology & chemistry & physics,0.0,0.0,100.0,-100.0,100.0
LLaVA-v1.6-Mistral (7B),1479.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Mistral (7B),1480.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1481.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1482.0,science & technology,biology & chemistry & physics,100.0,0.0,100.0,0.0,100.0
LLaVA-v1.6-Mistral (7B),1483.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1484.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1485.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1486.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1487.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1488.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1489.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1490.0,science & technology,electronics & energy & mechanical eng.,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1491.0,science & technology,biology & chemistry & physics,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Mistral (7B),1492.0,science & technology,geography & earth science & agriculture,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1493.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1494.0,science & technology,biology & chemistry & physics,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1495.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1496.0,science & technology,biology & chemistry & physics,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1497.0,science & technology,biology & chemistry & physics,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Mistral (7B),1498.0,science & technology,electronics & energy & mechanical eng.,0.0,100.0,0.0,0.0,-100.0
LLaVA-v1.6-Mistral (7B),1499.0,science & technology,biology & chemistry & physics,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Vicuna (7B),0.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),1.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),2.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),3.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),4.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),5.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),6.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),7.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),8.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),9.0,coarse perception,image emotion,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),10.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),11.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),12.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),13.0,coarse perception,image emotion,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),14.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),15.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),16.0,coarse perception,image emotion,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),17.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),18.0,coarse perception,image emotion,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Vicuna (7B),19.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),20.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),21.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),22.0,coarse perception,image scene and topic,0.0,100.0,100.0,-100.0,0.0
LLaVA-v1.6-Vicuna (7B),23.0,coarse perception,image emotion,100.0,100.0,100.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),24.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
LLaVA-v1.6-Vicuna (7B),25.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
LLaVA-v1.6-Vicuna (7B),26.0,coarse perception,image scene and topic,0.0,0.0,0.0,0.0,0.0
