,,,,mean,mean,mean,MG
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1093,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1094,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1095,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1096,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1097,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1098,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1099,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1100,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1101,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1102,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1103,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1104,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1105,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1106,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1107,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1108,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1109,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1110,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1111,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1112,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1113,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1114,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1115,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1116,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1117,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1118,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1119,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1120,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1121,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1122,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1123,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1124,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1125,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1126,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1127,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1128,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1129,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1130,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1131,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1132,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1133,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1134,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1135,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1136,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1137,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1138,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1139,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1140,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1141,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1142,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1143,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1144,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1145,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1146,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1147,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1148,math,numeric commonsense and calculation,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1149,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1150,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1151,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1152,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1153,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1154,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1155,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1156,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1157,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1158,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1159,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1160,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1161,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1162,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1163,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1164,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1165,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1166,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1167,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1168,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1169,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1170,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1171,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1172,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1173,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1174,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1175,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1176,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1177,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1178,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1179,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1180,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1181,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1182,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1183,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1184,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1185,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1186,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1187,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1188,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1189,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1190,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1191,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1192,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1193,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1194,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1195,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1196,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1197,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1198,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1199,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1200,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1201,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1202,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1203,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1204,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1205,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1206,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1207,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1208,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1209,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1210,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1211,math,statistical reasoning,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1212,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1213,math,statistical reasoning,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1214,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1215,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1216,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1217,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1218,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1219,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1220,math,numeric commonsense and calculation,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1221,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1222,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1223,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1224,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1225,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1226,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1227,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1228,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1229,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1230,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1231,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1232,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1233,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1234,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1235,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1236,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1237,math,statistical reasoning,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1238,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1239,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1240,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1241,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1242,math,geometry,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1243,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1244,math,statistical reasoning,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1245,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1246,math,numeric commonsense and calculation,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1247,math,geometry,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1248,math,geometry,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1249,math,numeric commonsense and calculation,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1250,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1251,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1252,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1253,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1254,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1255,science & technology,electronics & energy & mechanical eng.,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1256,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1257,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1258,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1259,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1260,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1261,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1262,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1263,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1264,science & technology,geography & earth science & agriculture,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1265,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1266,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1267,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1268,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1269,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1270,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1271,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1272,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1273,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1274,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1275,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1276,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1277,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1278,science & technology,electronics & energy & mechanical eng.,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1279,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1280,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1281,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1282,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1283,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1284,science & technology,biology & chemistry & physics,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1285,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1286,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1287,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1288,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1289,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1290,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1291,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1292,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1293,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1294,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1295,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1296,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1297,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1298,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1299,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1300,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1301,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1302,science & technology,geography & earth science & agriculture,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1303,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1304,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1305,science & technology,electronics & energy & mechanical eng.,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1306,science & technology,geography & earth science & agriculture,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1307,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1308,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1309,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1310,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1311,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1312,science & technology,biology & chemistry & physics,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1313,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1314,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1315,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1316,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1317,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1318,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1319,science & technology,biology & chemistry & physics,0.0,,1.0,-1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1320,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1321,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1322,science & technology,geography & earth science & agriculture,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1323,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1324,science & technology,geography & earth science & agriculture,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1325,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1326,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1327,science & technology,geography & earth science & agriculture,1.0,,1.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1328,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1329,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1330,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1331,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1332,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1333,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1334,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1335,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1336,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1337,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1338,science & technology,electronics & energy & mechanical eng.,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1339,science & technology,geography & earth science & agriculture,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1340,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1341,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1342,science & technology,biology & chemistry & physics,1.0,,0.0,1.0
Qwen3-VL-4B-Instruct_SFT_vqa_gt,1343,science & technology,biology & chemistry & physics,0.0,,0.0,0.0
